Actual,Predicted,Error
76.5,105.27495,-28.774948
76.5,91.91454,-15.414543
76.5,109.64367,-33.14367
55.96,104.215485,-48.255486
0.0,1.0835966,-1.0835966
85.5,94.89237,-9.392372
89.25,107.322685,-18.072685
89.25,107.322685,-18.072685
76.5,112.35873,-35.858727
0.0,164.42447,-164.42447
68.0,95.60014,-27.600143
68.0,97.99125,-29.99125
76.5,77.42515,-0.925148
76.5,77.42515,-0.925148
76.5,96.178215,-19.678215
85.5,102.896164,-17.396164
76.5,103.46207,-26.962067
76.5,97.073524,-20.573524
52.36,99.422165,-47.062164
57.5,105.926414,-48.426414
57.5,105.926414,-48.426414
108.75,145.4656,-36.715607
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
57.5,105.926414,-48.426414
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
108.75,145.4656,-36.715607
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
75.0,120.03654,-45.036537
0.0,105.926414,-105.926414
108.75,145.4656,-36.715607
75.0,120.03654,-45.036537
57.5,105.926414,-48.426414
94.5,115.17547,-20.675468
72.5,98.028435,-25.528435
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
138.5,153.47083,-14.970825
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
94.5,115.17547,-20.675468
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
0.0,101.32954,-101.32954
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
68.0,99.06907,-31.069069
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
60.0,101.32954,-41.329536
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
84.0,151.51479,-67.514786
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
0.0,101.32954,-101.32954
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,119.49601,-57.49601
62.0,120.24294,-58.242943
85.5,97.580734,-12.080734
76.5,132.42007,-55.920074
76.5,132.42007,-55.920074
80.7,106.20668,-25.506683
76.5,121.13784,-44.63784
68.0,64.376755,3.6232452
76.5,73.51801,2.981987
46.66,123.26409,-76.604095
104.0,123.163055,-19.163055
76.5,109.26821,-32.76821
55.08,125.97007,-70.89007
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
84.0,159.79068,-75.79068
62.0,129.15932,-67.15932
62.0,129.15932,-67.15932
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.15932,-67.15932
62.0,129.15932,-67.15932
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.15932,-67.15932
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
0.0,109.58961,-109.58961
84.0,159.79068,-75.79068
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.15932,-67.15932
62.0,129.15932,-67.15932
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
60.0,109.58961,-49.589607
62.0,129.15932,-67.15932
62.0,129.15932,-67.15932
62.0,129.15932,-67.15932
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
84.0,159.79068,-75.79068
68.5,112.3087,-43.8087
76.5,116.64314,-40.143143
68.0,111.61436,-43.614357
76.5,116.259705,-39.759705
76.5,113.05009,-36.550087
76.5,112.4927,-35.9927
76.5,112.4927,-35.9927
62.0,129.15932,-67.15932
62.0,129.88914,-67.889145
0.0,109.58961,-109.58961
62.0,129.88914,-67.889145
62.0,129.15932,-67.15932
55.96,101.98997,-46.02997
62.0,129.88914,-67.889145
62.0,129.88914,-67.889145
62.0,129.15932,-67.15932
76.5,105.30715,-28.807152
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
65.0,0.70775306,64.292244
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
0.0,0.70775306,-0.70775306
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
65.0,0.70775306,64.292244
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
130.5,141.4653,-10.9653015
98.2,139.19502,-40.995026
90.0,0.80326796,89.19673
0.0,0.70775306,-0.70775306
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
98.2,139.19502,-40.995026
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
90.0,0.80326796,89.19673
68.0,103.42208,-35.42208
85.0,139.662,-54.662003
17.6,136.89622,-119.29623
85.0,139.662,-54.662003
85.0,139.662,-54.662003
17.6,136.89622,-119.29623
0.0,112.93127,-112.93127
76.5,117.25017,-40.750168
0.0,1.2093427,-1.2093427
0.0,146.3749,-146.3749
0.0,146.3749,-146.3749
0.0,130.25839,-130.25839
0.0,130.25839,-130.25839
0.0,103.76351,-103.76351
76.5,85.56791,-9.067909
0.0,122.476616,-122.476616
0.0,103.76351,-103.76351
94.0,62.10636,31.893639
124.25,131.92744,-7.6774445
76.5,106.009705,-29.509705
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
86.0,158.45204,-72.45204
63.0,138.27777,-75.27777
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
63.0,138.27777,-75.27777
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
63.0,138.27777,-75.27777
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
36.25,95.53449,-59.284492
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
86.0,158.45204,-72.45204
86.0,158.45204,-72.45204
94.5,116.934654,-22.434654
86.0,158.45204,-72.45204
86.0,158.45204,-72.45204
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
124.7,215.52237,-90.82237
86.0,158.45204,-72.45204
94.5,116.934654,-22.434654
94.5,116.934654,-22.434654
62.0,123.03315,-61.03315
0.0,116.50692,-116.50692
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
0.0,116.50692,-116.50692
62.0,127.28014,-65.28014
62.0,123.03315,-61.03315
63.0,138.2736,-75.273605
62.0,123.03315,-61.03315
60.0,116.50692,-56.50692
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
62.0,123.03315,-61.03315
85.5,86.65348,-1.1534805
0.0,116.67534,-116.67534
76.5,113.884285,-37.384285
0.0,126.768166,-126.768166
58.9,120.63537,-61.735367
62.0,118.498146,-56.498146
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
84.0,155.49176,-71.49176
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
60.0,104.773926,-44.773926
0.0,104.773926,-104.773926
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
76.5,109.19683,-32.69683
84.0,155.49176,-71.49176
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
60.0,104.773926,-44.773926
0.0,104.773926,-104.773926
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
62.0,118.72141,-56.721413
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
84.0,155.49176,-71.49176
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
62.0,118.498146,-56.498146
62.0,118.72141,-56.721413
62.0,118.72141,-56.721413
60.0,104.773926,-44.773926
62.0,118.498146,-56.498146
62.0,118.498146,-56.498146
84.0,155.49176,-71.49176
62.0,118.72141,-56.721413
62.0,118.498146,-56.498146
85.5,121.7295,-36.2295
65.0,121.83048,-56.830482
75.0,100.32241,-25.32241
76.5,121.7295,-45.2295
76.5,114.26327,-37.763268
76.5,119.47605,-42.97605
69.4,106.12572,-36.725716
55.9,116.37259,-60.472588
0.0,1.8606224,-1.8606224
0.0,1.8606224,-1.8606224
65.0,116.381905,-51.381905
0.0,134.95279,-134.95279
0.0,135.78459,-135.78459
91.38,124.10693,-32.726936
88.4,109.515945,-21.115944
88.4,98.32392,-9.92392
65.0,99.32182,-34.321823
0.0,0.46443844,-0.46443844
76.5,124.0848,-47.5848
58.9,128.62276,-69.722755
76.5,133.96696,-57.466965
106.75,120.9311,-14.181099
76.5,133.14153,-56.641525
46.66,140.8348,-94.17479
65.0,99.32182,-34.321823
76.5,120.03791,-43.53791
55.08,134.25836,-79.17836
76.5,98.41294,-21.912941
55.96,113.12468,-57.16468
36.0,127.76388,-91.76388
68.0,123.50886,-55.508858
75.79,113.80121,-38.011208
63.46,124.99945,-61.53945
63.46,124.99945,-61.53945
68.0,115.99041,-47.99041
75.0,132.66959,-57.669586
89.75,152.23769,-62.487686
72.5,114.89645,-42.396446
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
76.5,108.72703,-32.227028
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
85.5,108.72703,-23.227028
138.5,155.94482,-17.444824
94.5,119.95309,-25.453087
94.5,158.84961,-64.34961
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
72.5,114.89645,-42.396446
94.5,119.95309,-25.453087
94.5,158.84961,-64.34961
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
80.75,158.12106,-77.37106
72.5,114.89645,-42.396446
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
94.5,158.84961,-64.34961
94.5,119.95309,-25.453087
94.5,119.95309,-25.453087
36.25,152.69124,-116.44124
76.5,116.22065,-39.72065
76.5,121.14508,-44.64508
0.0,1.0714947,-1.0714947
76.5,123.99766,-47.497658
0.0,1.3846847,-1.3846847
75.0,168.37936,-93.379364
0.0,1.4217992,-1.4217992
75.0,168.34787,-93.34787
12.0,170.15668,-158.15668
12.0,119.71341,-107.71341
85.5,121.543045,-36.043045
0.0,29.605972,-29.605972
12.0,119.71341,-107.71341
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
60.0,153.40846,-93.40846
84.0,164.33942,-80.33942
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
62.0,140.38881,-78.38881
0.0,144.3804,-144.3804
62.0,140.38881,-78.38881
76.5,116.00753,-39.50753
76.5,130.53699,-54.036987
76.5,131.55586,-55.055862
84.0,164.33942,-80.33942
0.0,144.3804,-144.3804
80.0,197.5404,-117.540405
0.0,1.547781,-1.547781
80.0,197.5404,-117.540405
0.0,134.32422,-134.32422
0.0,134.32422,-134.32422
90.0,152.61336,-62.613358
65.0,151.7692,-86.769196
80.0,171.91054,-91.91054
84.0,156.4406,-72.4406
62.0,135.89542,-73.89542
84.0,156.4406,-72.4406
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
75.0,135.52661,-60.52661
75.0,176.36032,-101.36032
75.0,135.2796,-60.279602
75.0,135.2796,-60.279602
0.0,1.0157869,-1.0157869
6.0,147.90573,-141.90573
6.0,147.90573,-141.90573
0.0,1.0580721,-1.0580721
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
85.5,127.318016,-41.818016
12.0,189.52411,-177.52411
75.0,145.61642,-70.616425
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
0.0,142.48157,-142.48157
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
18.0,203.5163,-185.5163
105.0,165.26392,-60.263916
75.0,145.3223,-70.322296
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
76.5,121.88407,-45.38407
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
60.0,154.04956,-94.04956
65.0,150.79596,-85.79596
76.5,146.74438,-70.244385
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
60.0,157.63182,-97.63182
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
60.0,154.04956,-94.04956
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
0.0,154.04956,-154.04956
61.0,134.96466,-73.96466
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
90.0,173.20676,-83.20676
65.0,150.79596,-85.79596
60.0,154.04956,-94.04956
90.0,173.17522,-83.17522
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
66.0,138.32399,-72.32399
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
76.5,151.07007,-74.57007
65.0,150.79596,-85.79596
65.0,150.79596,-85.79596
60.0,154.04956,-94.04956
65.0,150.79596,-85.79596
80.0,199.06989,-119.069885
60.0,157.63182,-97.63182
65.0,150.79596,-85.79596
0.0,154.04956,-154.04956
67.5,184.79156,-117.291565
67.5,184.79156,-117.291565
90.0,176.25024,-86.250244
75.0,157.39679,-82.39679
76.5,121.444885,-44.944885
85.5,121.444885,-35.944885
84.0,156.4406,-72.4406
62.0,135.89542,-73.89542
62.0,135.89542,-73.89542
0.0,142.48157,-142.48157
70.0,135.85536,-65.85536
67.0,150.60658,-83.60658
70.0,137.06113,-67.06113
81.0,166.36902,-85.36902
81.0,155.27863,-74.278625
80.0,160.73708,-80.737076
81.0,175.8739,-94.8739
90.0,175.8739,-85.8739
81.0,175.8739,-94.8739
0.0,1.3656662,-1.3656662
90.0,155.27863,-65.278625
75.0,137.06113,-62.061127
0.0,192.99635,-192.99635
68.0,114.846794,-46.846794
90.0,170.57669,-80.57669
76.5,125.86053,-49.360527
76.08,124.16641,-48.08641
63.75,105.15179,-41.401787
67.0,159.81879,-92.81879
67.0,159.81879,-92.81879
67.0,161.6182,-94.618195
75.0,151.21017,-76.210175
75.0,151.98804,-76.98804
98.0,156.61017,-58.61017
75.0,138.56877,-63.56877
81.0,177.2778,-96.2778
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
75.0,151.21017,-76.210175
75.0,151.21017,-76.210175
81.0,176.84744,-95.84744
62.0,137.29234,-75.29234
84.0,159.89206,-75.89206
75.0,147.96434,-72.96434
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
80.0,171.43712,-91.43712
162.0,228.98499,-66.984985
62.0,137.29234,-75.29234
153.0,250.94763,-97.94763
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
84.0,159.89206,-75.89206
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
0.0,146.12106,-146.12106
81.0,200.40048,-119.40048
84.0,159.89206,-75.89206
81.0,199.9414,-118.94141
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
0.0,146.12106,-146.12106
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
98.0,171.88153,-73.88153
75.0,147.96434,-72.96434
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
62.0,137.29234,-75.29234
60.0,219.44412,-159.44412
90.0,162.04362,-72.043625
75.0,147.14099,-72.14099
76.5,120.55586,-44.055862
76.5,117.067635,-40.567635
75.0,160.20985,-85.209854
76.5,119.99374,-43.493736
90.0,170.55086,-80.55086
76.5,124.6856,-48.1856
76.5,124.6856,-48.1856
75.0,140.79175,-65.79175
80.0,164.05933,-84.059326
153.0,188.0597,-35.059692
75.0,140.87177,-65.871765
98.0,157.79224,-59.792236
89.0,177.86868,-88.86868
75.0,140.79175,-65.79175
76.5,131.13176,-54.63176
75.0,145.76212,-70.762115
75.0,145.59912,-70.59912
90.0,160.53673,-70.53673
76.5,131.13176,-54.63176
100.0,179.73419,-79.73419
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
72.5,121.56646,-49.06646
94.5,125.315315,-30.815315
86.0,187.28131,-101.28131
86.0,187.28131,-101.28131
94.5,163.43109,-68.93109
36.25,121.56646,-85.31646
94.5,125.315315,-30.815315
89.0,177.86868,-88.86868
50.8,192.46692,-141.66692
100.0,179.73419,-79.73419
76.5,119.95125,-43.45125
75.0,145.59912,-70.59912
86.0,187.28131,-101.28131
94.5,125.315315,-30.815315
124.7,215.09937,-90.39937
86.0,187.28131,-101.28131
153.0,261.58664,-108.58664
94.5,163.43109,-68.93109
94.5,163.43109,-68.93109
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
86.0,187.28131,-101.28131
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
86.0,187.28131,-101.28131
94.5,163.43109,-68.93109
86.0,187.28131,-101.28131
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
86.0,187.28131,-101.28131
98.0,157.65428,-59.65428
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
86.0,187.28131,-101.28131
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
94.5,125.315315,-30.815315
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
0.0,153.39015,-153.39015
62.0,143.24483,-81.24483
81.0,199.0965,-118.0965
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
84.0,170.04532,-86.04532
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
0.0,153.39015,-153.39015
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
84.0,170.04532,-86.04532
90.0,162.56203,-72.56203
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
60.0,153.39015,-93.39015
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
62.0,143.24483,-81.24483
60.0,153.39015,-93.39015
62.0,143.24483,-81.24483
88.0,167.25017,-79.25017
98.0,166.85056,-68.850555
81.0,200.39496,-119.39496
88.0,168.39708,-80.39708
153.0,251.77003,-98.770035
76.5,122.06232,-45.562317
63.75,99.36652,-35.616524
63.75,96.639015,-32.889015
80.0,161.51685,-81.516846
67.5,168.10106,-100.60106
153.0,226.30594,-73.30594
75.0,132.98547,-57.985474
105.0,140.38725,-35.387253
67.5,168.10106,-100.60106
0.0,202.96854,-202.96854
99.0,154.1646,-55.164597
99.0,154.1646,-55.164597
153.0,241.07555,-88.07555
96.0,193.61667,-97.61667
153.0,254.05603,-101.05603
98.0,154.4304,-56.430405
98.0,154.64752,-56.647522
105.0,147.15744,-42.15744
76.5,114.47497,-37.974968
76.5,115.17477,-38.674767
0.0,159.304,-159.304
76.5,120.940834,-44.440834
76.5,130.44373,-53.943726
65.0,159.304,-94.304
89.0,198.92717,-109.92717
115.0,141.46893,-26.468933
115.0,173.27893,-58.27893
115.0,173.27893,-58.27893
115.0,173.27893,-58.27893
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
75.0,177.27725,-102.27725
67.0,168.35611,-101.35611
75.0,139.84393,-64.84393
62.0,136.91365,-74.91365
0.0,154.92734,-154.92734
96.0,141.17747,-45.177475
105.0,141.17747,-36.177475
96.0,172.77927,-76.77927
89.0,194.76189,-105.76189
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
98.0,160.93787,-62.937866
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
75.0,148.22214,-73.22214
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
105.0,161.26266,-56.262665
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
90.0,160.53598,-70.53598
75.0,146.70103,-71.701035
114.0,161.26266,-47.262665
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
98.0,160.93787,-62.937866
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
110.0,162.35179,-52.35179
105.0,161.26266,-56.262665
9.0,175.77734,-166.77734
162.0,232.10533,-70.10533
62.0,136.91365,-74.91365
62.0,136.91365,-74.91365
0.0,154.92734,-154.92734
115.0,169.94681,-54.946808
