Actual,Predicted,Error
74.93,67.90854,7.0214615
68.0,83.93485,-15.934853
229.0,215.36438,13.63562
78.3,73.294716,5.005287
266.43,263.43033,2.9996643
62.0,70.875854,-8.8758545
75.0,73.442726,1.5572739
224.67,211.83987,12.830124
251.0,242.70145,8.298553
167.86,121.43285,46.427147
79.0,71.35867,7.641327
128.25,123.00379,5.246208
52.0,59.669678,-7.6696777
84.33,139.22719,-54.897186
130.0,125.3695,4.630501
130.0,126.814674,3.1853256
99.5,108.16048,-8.660477
106.53,141.62611,-35.096115
90.0,103.65865,-13.658653
129.0,104.328674,24.671326
53.71,59.507446,-5.797447
26.1,28.437334,-2.3373337
61.2,64.95891,-3.7589073
109.0,142.12216,-33.12216
139.5,138.53586,0.96414185
122.4,120.24019,2.159813
62.8,64.04562,-1.2456245
120.6,109.188095,11.411903
54.8,50.7213,4.078701
65.0,102.64407,-37.644073
43.0,42.72023,0.2797699
90.0,93.76399,-3.7639923
115.0,115.5138,-0.5138016
75.0,77.86001,-2.8600082
75.0,81.94632,-6.9463196
123.2,156.16312,-32.96312
47.0,37.622276,9.377724
72.43,75.32976,-2.8997574
120.0,107.84242,12.1575775
139.5,131.70558,7.7944183
72.0,77.806175,-5.806175
137.33,102.81761,34.51239
83.5,81.816124,1.683876
170.0,144.63992,25.360077
82.45,88.27108,-5.821083
80.0,87.80868,-7.8086777
84.6,86.61895,-2.0189514
52.2,57.445145,-5.245144
68.0,75.20765,-7.207649
97.2,112.32438,-15.124382
71.0,77.04192,-6.0419235
135.5,130.11908,5.3809204
83.55,114.14824,-30.598236
75.0,81.33629,-6.3362885
149.4,126.397316,23.002678
50.0,64.56185,-14.5618515
130.0,133.91043,-3.910431
120.6,135.77766,-15.177666
208.0,151.0415,56.958496
103.5,109.75954,-6.2595367
60.0,48.79315,11.206848
135.0,111.814445,23.185555
59.51,66.086136,-6.5761375
187.0,184.18686,2.8131409
144.0,159.54836,-15.548355
48.88,46.36225,2.5177498
85.33,86.94511,-1.6151047
81.25,72.242386,9.007614
72.5,80.780304,-8.280304
55.8,54.775764,1.0242348
88.98,124.38316,-35.40316
75.03,68.11289,6.9171066
135.15,132.71698,2.433014
113.0,110.19698,2.8030167
108.0,108.37388,-0.37387848
49.71,50.014206,-0.30420685
64.98,90.88372,-25.903717
67.25,73.568535,-6.318535
95.0,102.68835,-7.688347
84.0,66.683334,17.316666
79.2,88.508865,-9.308868
154.0,150.12613,3.8738708
46.8,48.7249,-1.9249
45.0,52.015236,-7.015236
100.0,104.98492,-4.9849167
177.09,98.76471,78.32529
56.0,56.577866,-0.5778656
91.0,93.033356,-2.0333557
61.8,66.357895,-4.5578957
99.0,109.31561,-10.315613
60.0,64.666084,-4.6660843
89.0,98.417336,-9.4173355
132.6,133.60849,-1.0084839
91.58,98.29455,-6.714546
175.5,159.506,15.994003
62.0,68.74471,-6.744713
75.0,74.93939,0.06060791
65.0,93.1777,-28.177696
103.35,111.82317,-8.473175
115.0,115.11721,-0.11721039
138.25,125.024376,13.225624
95.0,101.308975,-6.308975
78.5,67.81064,10.689362
60.0,64.20304,-4.203041
40.0,38.601448,1.398552
231.0,197.91994,33.080063
67.0,74.05108,-7.051079
80.75,73.825714,6.924286
101.0,105.05752,-4.057518
70.11,115.003716,-44.893715
283.0,240.3838,42.616196
165.55,215.80566,-50.25566
48.0,50.315613,-2.3156128
117.0,98.05468,18.94532
80.0,86.90258,-6.9025803
93.6,127.39216,-33.79216
217.71,205.8554,11.854614
115.0,112.75531,2.24469
142.0,129.35919,12.640808
86.4,97.40181,-11.001808
74.8,82.71607,-7.916069
75.6,90.45919,-14.859192
129.5,170.69751,-41.19751
75.76,94.69828,-18.938278
90.0,96.80416,-6.804161
80.0,78.95876,1.0412369
92.0,94.90046,-2.9004593
161.5,164.50398,-3.0039825
48.0,51.294647,-3.2946472
96.3,109.451515,-13.151512
115.25,137.72401,-22.474014
108.0,112.40331,-4.4033127
135.0,135.5513,-0.55130005
101.5,106.5548,-5.054802
149.4,150.47922,-1.0792236
121.5,125.028564,-3.5285645
100.0,104.98492,-4.9849167
94.5,100.32563,-5.82563
81.9,83.0562,-1.1561966
60.0,66.095726,-6.095726
65.18,98.56159,-33.38159
127.5,137.72232,-10.222321
179.1,207.08136,-27.981354
139.34,103.64246,35.697533
178.67,204.29407,-25.62407
97.92,86.64026,11.279739
62.0,64.58006,-2.5800629
70.84,102.051506,-31.21151
84.0,124.26068,-40.26068
145.0,155.43823,-10.438232
67.15,65.211624,1.9383774
153.0,159.8649,-6.8648987
180.0,174.42133,5.5786743
62.0,64.05482,-2.0548172
112.2,113.77353,-1.5735321
73.0,75.15431,-2.1543121
42.0,44.366974,-2.3669739
134.06,150.9427,-16.882706
38.47,61.301086,-22.831085
90.0,92.49778,-2.4977798
86.63,101.32053,-14.6905365
26.1,28.684572,-2.5845718
100.0,70.2658,29.7342
122.4,120.24019,2.159813
46.67,76.87701,-30.207008
129.0,110.52677,18.473228
126.0,133.1265,-7.1264954
47.0,39.193222,7.806778
164.0,148.9691,15.030899
133.33,119.72163,13.608376
94.35,100.8991,-6.549103
78.8,127.45701,-48.657005
126.0,130.90295,-4.902954
85.0,98.38863,-13.388634
160.0,161.6065,-1.6065063
89.1,109.75125,-20.651253
79.2,73.39865,5.801346
210.0,205.21115,4.788849
102.6,104.397194,-1.7971954
75.34,75.42292,-0.08292389
90.95,100.153046,-9.203049
108.0,96.197914,11.802086
122.4,124.069115,-1.6691132
122.4,122.33023,0.06977081
54.0,74.51734,-20.517342
105.74,113.299484,-7.5594864
88.74,90.19248,-1.4524841
62.0,64.60047,-2.6004715
125.8,111.81783,13.98217
54.0,55.301796,-1.301796
61.67,67.445526,-5.775528
85.0,86.312004,-1.3120041
133.1,129.96017,3.1398315
169.48,140.40955,29.07045
60.0,65.98933,-5.9893265
25.0,34.554523,-9.554523
300.0,207.21272,92.78728
50.0,62.523636,-12.523636
72.42,103.12524,-30.705238
160.0,139.25302,20.746979
34.0,41.130005,-7.130005
209.29,204.35207,4.9379272
190.0,164.76126,25.238739
75.0,74.566635,0.43336487
86.95,94.107834,-7.157837
60.5,66.457115,-5.957115
117.04,111.373474,5.666527
140.4,140.28146,0.11853027
107.95,107.67444,0.27555847
62.4,74.40197,-12.001968
80.0,80.985016,-0.98501587
111.0,99.54111,11.458893
73.33,69.71403,3.6159744
75.0,76.33422,-1.3342209
61.0,69.72761,-8.727608
62.0,68.55444,-6.5544434
99.0,106.25653,-7.256531
89.1,96.8379,-7.7379
131.93,163.10611,-31.176117
89.0,98.89924,-9.899239
110.0,108.32174,1.6782608
62.0,64.42946,-2.4294586
187.0,151.54677,35.45323
62.0,64.83301,-2.8330078
70.0,66.90406,3.0959396
117.11,125.01163,-7.9016266
135.0,134.05122,0.94877625
122.4,111.78035,10.619652
52.2,56.107704,-3.9077034
118.8,119.95814,-1.1581345
149.33,132.45108,16.878922
51.5,52.31469,-0.81468964
90.0,107.54483,-17.54483
60.0,66.962074,-6.9620743
90.0,97.51504,-7.5150375
120.0,114.254524,5.745476
112.05,118.76284,-6.712837
112.67,120.167244,-7.497246
44.0,43.195175,0.8048248
71.1,93.45446,-22.354462
115.9,128.83498,-12.934975
96.0,102.51269,-6.5126877
97.0,115.39936,-18.39936
79.2,75.16836,4.031639
123.33,111.94374,11.386261
224.5,211.21161,13.288391
194.58,179.13034,15.449661
118.71,110.35472,8.355278
115.74,108.16444,7.5755615
99.9,99.35861,0.54138947
36.0,39.24598,-3.2459793
190.0,178.59915,11.400848
62.0,65.382675,-3.3826752
99.0,101.40316,-2.40316
79.2,103.318085,-24.118088
112.5,110.0114,2.4886017
48.0,51.542534,-3.5425339
131.4,138.7187,-7.3187103
81.5,92.90913,-11.409126
58.0,70.3064,-12.3063965
140.0,142.77667,-2.7766724
138.38,147.61073,-9.230728
67.0,67.54094,-0.54093933
145.0,186.62677,-41.62677
44.0,45.518135,-1.5181351
199.33,194.44643,4.8835754
96.3,103.35784,-7.0578384
75.0,78.45272,-3.4527206
120.0,123.28711,-3.2871094
90.0,52.92531,37.07469
84.47,58.224762,26.24524
80.0,81.98702,-1.9870224
49.0,67.32953,-18.329529
124.0,125.01453,-1.0145264
32.77,50.34783,-17.577831
233.0,183.91519,49.08481
56.7,70.51562,-13.815617
96.0,64.82851,31.171494
120.0,122.99633,-2.9963303
173.7,159.92801,13.771988
125.1,113.95463,11.1453705
68.0,67.916695,0.08330536
122.4,125.23417,-2.8341675
43.0,56.95778,-13.957779
126.9,119.36118,7.5388184
45.89,51.719795,-5.829796
138.0,147.17929,-9.179291
35.0,41.73182,-6.731819
109.0,118.50828,-9.508278
175.5,169.16997,6.3300323
62.8,64.22223,-1.4222298
71.1,97.97932,-26.879318
147.0,158.90778,-11.907776
136.5,133.4855,3.0144958
168.3,163.45865,4.8413544
98.0,92.5203,5.479698
36.96,46.546173,-9.586174
116.0,105.602516,10.397484
99.9,95.88354,4.016464
171.0,158.1794,12.820602
65.0,92.187096,-27.187096
89.1,95.517296,-6.4172974
128.0,113.33964,14.660362
170.0,168.25327,1.7467346
67.5,85.86042,-18.36042
94.5,98.83822,-4.3382187
42.5,55.8546,-13.354599
80.0,85.729225,-5.729225
75.26,84.85363,-9.593628
179.1,197.06245,-17.962448
27.9,41.93631,-14.03631
120.0,107.994736,12.005264
68.0,79.28034,-11.280342
189.0,177.51372,11.486282
96.0,102.51269,-6.5126877
95.0,102.81302,-7.813019
153.38,123.274635,30.10537
222.39,204.81798,17.572021
151.0,193.26016,-42.260162
144.0,140.74817,3.251831
79.43,75.00559,4.424408
85.0,91.95821,-6.958214
109.0,121.347755,-12.347755
91.45,107.4237,-15.9737015
95.0,104.91473,-9.914726
54.0,48.94442,5.05558
62.0,63.31627,-1.3162689
100.0,104.49584,-4.495842
170.0,167.76172,2.2382812
110.0,111.310875,-1.3108749
152.1,149.01782,3.0821838
65.0,85.32357,-20.32357
55.0,58.307343,-3.3073425
92.0,99.912155,-7.912155
190.0,170.73923,19.260773
135.0,118.03161,16.968391
105.0,94.71171,10.288292
130.0,101.85879,28.141212
80.0,88.490944,-8.490944
72.25,90.9271,-18.677101
67.0,65.6124,1.3876038
79.05,84.2683,-5.2183
54.5,57.466278,-2.966278
91.5,96.197136,-4.697136
34.4,49.124825,-14.724823
69.57,98.68601,-29.116013
90.0,97.11503,-7.1150284
89.5,96.04992,-6.549919
30.0,38.21991,-8.21991
140.4,137.93141,2.4685822
80.75,89.2199,-8.469902
79.26,82.953384,-3.6933823
75.0,78.340416,-3.340416
126.9,123.26214,3.6378632
140.0,138.84724,1.1527557
64.0,52.364784,11.635216
152.5,107.10246,45.397537
151.2,163.32202,-12.122025
98.0,105.93321,-7.9332123
139.51,150.02188,-10.511887
62.0,63.947388,-1.9473877
140.0,140.08444,-0.08444214
60.0,64.50404,-4.5040436
230.0,163.65607,66.34393
95.0,90.18139,4.818611
100.0,106.54305,-6.5430527
151.0,152.48889,-1.4888916
107.1,112.17363,-5.0736313
70.56,71.99448,-1.4344788
43.0,32.34472,10.655281
108.3,93.408066,14.891937
206.0,194.48193,11.518066
93.0,92.3122,0.68779755
89.1,97.68847,-8.58847
202.58,245.80823,-43.228226
108.0,108.828255,-0.8282547
126.0,130.30063,-4.3006287
123.6,124.29088,-0.6908798
61.08,87.70595,-26.625946
129.0,112.12905,16.870949
93.0,88.766716,4.233284
137.7,146.00887,-8.308868
168.57,165.06851,3.5014954
77.5,86.61023,-9.1102295
99.0,98.69527,0.30473328
106.14,101.2427,4.8973007
65.0,74.16259,-9.16259
101.0,96.658966,4.341034
61.43,54.84575,6.5842514
85.0,90.75457,-5.75457
130.0,133.64885,-3.6488495
63.75,66.64295,-2.892952
94.8,95.63271,-0.83271027
164.6,173.60722,-9.007217
63.75,69.82793,-6.0779266
62.0,63.56649,-1.5664902
153.5,149.62137,3.8786316
157.5,144.8028,12.697205
33.3,41.947174,-8.647175
77.85,81.956566,-4.1065674
115.0,117.918175,-2.9181747
44.0,44.183975,-0.18397522
159.0,120.24696,38.753036
76.8,64.26758,12.532425
70.75,51.642998,19.107002
52.0,59.818146,-7.8181458
87.3,103.12196,-15.82196
93.0,89.94381,3.0561905
65.0,92.187096,-27.187096
102.6,108.92268,-6.3226852
189.0,177.63463,11.365372
100.0,102.996925,-2.9969254
131.0,146.33069,-15.330688
74.8,83.10814,-8.308136
106.2,106.616684,-0.416687
36.0,38.853615,-2.8536148
71.0,88.79121,-17.791206
50.0,64.56185,-14.5618515
61.0,71.95966,-10.959663
89.0,114.848854,-25.848854
90.95,101.38479,-10.434792
225.5,214.3352,11.164795
146.7,157.353,-10.653
108.0,115.63684,-7.636841
93.6,89.78965,3.8103485
101.0,134.42451,-33.424515
120.0,132.71414,-12.714142
90.0,95.32448,-5.324478
100.3,104.30022,-4.0002136
67.22,51.528732,15.691269
62.0,66.143555,-4.1435547
70.0,67.93137,2.0686264
180.0,165.29088,14.709122
75.0,126.860825,-51.860825
183.0,214.26016,-31.260162
72.0,74.42175,-2.421753
80.46,92.97663,-12.516632
104.0,102.2651,1.7349014
135.9,113.85459,22.045403
45.0,48.67906,-3.679062
75.0,87.96168,-12.961678
74.28,75.36363,-1.0836334
129.67,114.28999,15.380005
130.0,102.72214,27.277863
55.0,53.164536,1.8354645
139.5,130.63177,8.868225
90.0,97.25411,-7.2541122
260.0,217.52101,42.47899
97.4,99.382545,-1.982544
48.0,49.403725,-1.4037247
101.5,103.646614,-2.146614
179.0,194.35834,-15.358337
95.63,101.2777,-5.647705
166.5,162.73657,3.7634277
150.0,156.53328,-6.5332794
160.0,147.36238,12.637619
80.0,85.7801,-5.780098
90.0,92.60552,-2.6055222
149.4,153.63536,-4.235367
80.0,88.369965,-8.369965
120.0,110.17506,9.824944
203.0,184.25027,18.749725
85.0,92.302185,-7.302185
115.0,132.22375,-17.223755
62.0,65.273476,-3.2734756
73.43,70.05164,3.378357
70.0,70.283005,-0.28300476
130.5,112.30014,18.19986
75.0,81.33629,-6.3362885
62.0,63.801468,-1.8014679
132.5,138.6377,-6.1376953
139.0,130.54434,8.455658
113.0,123.10394,-10.103943
26.1,27.65323,-1.5532303
62.0,63.849724,-1.8497238
51.4,62.446632,-11.046631
185.0,169.32336,15.676636
170.0,167.76172,2.2382812
158.85,166.76181,-7.911804
98.09,143.45822,-45.368225
139.5,124.8276,14.672401
110.0,114.90348,-4.9034805
90.0,95.32448,-5.324478
74.8,77.35613,-2.5561295
68.0,73.745155,-5.7451553
120.0,199.36644,-79.36644
162.0,151.76163,10.238373
214.76,233.48546,-18.725464
129.0,129.0447,-0.044692993
146.7,116.21257,30.487427
141.3,147.63391,-6.333908
42.0,41.48884,0.5111618
75.0,52.672226,22.327774
182.0,158.50797,23.492035
68.0,74.34908,-6.349083
104.0,94.519165,9.480835
65.0,68.43242,-3.4324188
100.0,110.66035,-10.660347
91.5,94.46076,-2.960762
243.0,182.01138,60.988617
72.33,93.579475,-21.249474
71.0,79.25162,-8.251617
75.6,84.997246,-9.397247
115.0,112.46717,2.5328293
216.93,228.33322,-11.403229
149.81,150.56232,-0.75231934
115.0,116.80688,-1.8068771
90.95,100.144196,-9.194199
95.0,90.18139,4.818611
165.83,173.33995,-7.5099487
134.73,107.338165,27.39183
175.0,153.17862,21.82138
55.44,89.21016,-33.77016
75.0,76.860146,-1.8601456
66.0,41.299606,24.700394
100.0,103.310326,-3.3103256
160.0,152.2779,7.722107
156.0,151.22556,4.7744446
121.6,156.83974,-35.23974
75.0,79.3931,-4.393097
171.33,277.51492,-106.18492
95.0,98.60795,-3.6079483
72.0,64.1882,7.811798
75.0,77.51646,-2.5164566
90.95,67.00352,23.94648
189.0,168.99017,20.009827
67.5,79.314156,-11.814156
155.0,140.33372,14.666275
191.0,160.6211,30.378906
47.0,44.52011,2.479889
98.0,86.523415,11.476585
95.0,101.051636,-6.0516357
132.6,121.54868,11.051323
89.0,98.89924,-9.899239
72.25,81.301735,-9.051735
58.0,56.03103,1.9689713
112.5,113.24581,-0.74581146
130.0,132.41983,-2.4198303
134.8,116.87926,17.920746
106.0,89.32639,16.673607
73.46,71.67954,1.7804565
86.4,87.73946,-1.3394623
164.0,140.64708,23.35292
132.3,132.16101,0.13899231
147.36,158.94754,-11.58754
45.0,51.274803,-6.274803
46.75,63.463074,-16.713074
152.1,158.24371,-6.1437073
62.2,51.94793,10.252071
114.0,112.82315,1.1768494
59.8,60.653236,-0.85323715
108.0,94.605125,13.394875
91.0,85.201225,5.7987747
98.1,107.68024,-9.580238
105.0,110.48927,-5.489273
85.0,91.95821,-6.958214
120.9,132.35333,-11.453331
277.67,185.24121,92.4288
105.3,127.95957,-22.659569
322.0,281.92276,40.07724
162.0,150.20229,11.797714
130.0,127.51946,2.4805374
38.0,37.774773,0.22522736
26.1,30.20284,-4.1028404
66.6,74.73171,-8.131714
134.0,109.16362,24.83638
46.8,52.277138,-5.4771385
52.8,61.11828,-8.318279
55.0,70.66037,-15.66037
100.0,106.76102,-6.761017
150.12,155.52394,-5.403946
268.0,216.11015,51.889847
95.85,112.60816,-16.758163
65.0,118.97704,-53.977043
100.0,111.16389,-11.163887
66.13,119.896736,-53.76674
75.27,94.36144,-19.091446
62.0,65.556496,-3.5564957
75.0,71.57403,3.425972
89.0,96.77474,-7.774742
65.6,87.946724,-22.346725
80.0,83.48641,-3.486412
108.0,126.05516,-18.05516
87.24,122.12805,-34.888054
56.0,56.840454,-0.8404541
99.0,105.061745,-6.0617447
99.0,108.26365,-9.263649
114.0,134.73892,-20.738922
75.0,80.481926,-5.481926
41.4,63.125214,-21.725212
105.4,111.3359,-5.935898
85.0,71.72474,13.275261
65.0,76.59979,-11.5997925
177.9,175.46356,2.436432
50.0,60.741905,-10.741905
95.0,93.434044,1.5659561
110.0,112.75337,-2.7533722
143.0,121.2216,21.778397
125.0,134.79437,-9.794373
77.25,90.83518,-13.585182
62.0,64.11113,-2.1111298
121.33,108.19217,13.137833
127.0,151.12756,-24.127563
135.9,123.034836,12.865158
131.0,131.23541,-0.2354126
144.0,143.773,0.227005
72.09,84.081116,-11.991119
67.0,75.16178,-8.161781
62.64,89.10747,-26.467468
164.44,152.30171,12.13829
57.0,62.0999,-5.0998993
137.7,141.60365,-3.903656
86.0,90.695724,-4.6957245
46.4,49.2518,-2.851799
126.9,121.264915,5.635086
336.0,257.92657,78.073425
101.5,106.36251,-4.8625107
207.9,213.89624,-5.9962463
118.8,114.029045,4.770958
59.0,75.2877,-16.287697
75.0,77.54406,-2.5440598
100.0,106.54305,-6.5430527
75.0,123.074394,-48.074394
239.0,229.71637,9.28363
68.0,74.96459,-6.964592
80.1,88.41385,-8.31385
42.0,35.48465,6.5153503
35.0,45.416748,-10.416748
89.0,100.30882,-11.308823
102.67,101.51708,1.152916
65.0,91.16149,-26.161491
134.0,128.65074,5.3492584
130.4,115.65994,14.740051
127.0,129.32872,-2.32872
90.0,73.70673,16.293266
79.0,75.58621,3.4137878
111.0,128.37149,-17.37149
55.8,56.170494,-0.37049484
244.0,224.60564,19.394363
80.0,85.002205,-5.002205
78.94,93.42216,-14.482155
30.0,39.37525,-9.375252
95.0,106.54661,-11.546608
135.9,138.2242,-2.3242035
99.45,115.81861,-16.368614
130.0,101.50028,28.499718
90.9,89.80001,1.0999908
95.0,96.34197,-1.3419724
109.0,112.727715,-3.7277145
61.73,47.151176,14.578823
140.0,151.18076,-11.180756
65.0,70.38914,-5.3891373
123.8,111.11469,12.68531
85.0,91.27961,-6.2796097
170.0,167.76172,2.2382812
124.0,134.05196,-10.051956
85.0,93.38097,-8.380966
26.0,80.69741,-54.69741
57.8,59.792694,-1.9926949
64.9,77.51836,-12.618355
55.65,72.30201,-16.652008
99.0,108.26365,-9.263649
96.0,97.381096,-1.3810959
61.58,53.428352,8.151649
40.8,55.793594,-14.993595
61.5,59.73915,1.760849
114.4,116.35971,-1.9597092
80.0,76.01883,3.9811707
110.0,115.68475,-5.6847534
112.42,137.54077,-25.120773
62.0,64.041145,-2.0411453
200.0,203.26065,-3.2606506
68.0,78.193954,-10.193954
52.0,45.27823,6.7217712
90.0,84.122,5.8779984
95.0,103.33122,-8.331223
74.8,89.2989,-14.498894
58.0,65.230064,-7.2300644
197.0,150.0961,46.9039
100.0,104.98492,-4.9849167
75.0,72.66514,2.3348618
170.0,167.76172,2.2382812
50.86,61.661476,-10.801476
93.0,98.14971,-5.1497116
100.0,108.67544,-8.675438
100.0,104.98492,-4.9849167
159.0,167.22342,-8.223419
231.69,210.92361,20.766388
128.0,102.549576,25.450424
65.0,73.0095,-8.009499
85.5,89.11573,-3.6157303
148.5,136.64249,11.857513
123.0,107.07345,15.926552
100.8,109.39759,-8.597588
146.92,191.67963,-44.75963
55.8,48.23372,7.5662804
35.1,35.567314,-0.46731567
89.1,104.3695,-15.269501
94.5,103.21845,-8.718452
160.0,163.64987,-3.6498718
108.8,113.32825,-4.528244
107.1,110.01023,-2.9102325
