Actual,Predicted,Error
0.0,86.61511,-86.61511
62.0,130.96773,-68.96773
62.0,130.96773,-68.96773
62.0,130.96773,-68.96773
62.0,130.96773,-68.96773
62.0,136.43587,-74.43587
62.0,130.96773,-68.96773
62.0,130.96773,-68.96773
62.0,130.96773,-68.96773
62.0,136.43587,-74.43587
62.0,98.715065,-36.715065
84.0,133.68262,-49.682617
62.0,122.32557,-60.32557
62.0,136.43587,-74.43587
62.0,130.96773,-68.96773
62.0,98.715065,-36.715065
62.0,98.715065,-36.715065
60.0,86.61511,-26.615112
62.0,130.96773,-68.96773
62.0,130.96773,-68.96773
84.0,149.56274,-65.562744
62.0,136.43587,-74.43587
62.0,130.96773,-68.96773
85.5,96.6029,-11.102898
65.0,124.01882,-59.01882
75.0,114.779015,-39.779015
76.5,125.212326,-48.712326
76.5,117.02479,-40.524788
76.5,114.901634,-38.401634
69.4,141.80623,-72.40623
55.9,108.76764,-52.867638
0.0,134.19867,-134.19867
0.0,109.1285,-109.1285
65.0,122.26433,-57.264328
0.0,125.91552,-125.91552
0.0,123.235756,-123.235756
91.38,149.32603,-57.946037
88.4,127.88645,-39.48645
88.4,106.16184,-17.76184
65.0,125.3207,-60.3207
0.0,2.4357667,-2.4357667
76.5,113.85192,-37.35192
58.9,111.20205,-52.302048
76.5,102.948296,-26.448296
106.75,114.18283,-7.432831
76.5,111.50907,-35.00907
46.66,2.904016,43.755985
65.0,125.3207,-60.3207
76.5,119.93425,-43.43425
55.08,5.5655713,49.51443
76.5,112.71012,-36.21012
55.96,120.10331,-64.14331
36.0,114.65683,-78.65683
68.0,101.17834,-33.178337
75.79,119.33353,-43.543526
63.46,112.9204,-49.460403
63.46,112.9204,-49.460403
68.0,109.79707,-41.797073
75.0,160.07623,-85.07623
89.75,130.98322,-41.233215
72.5,150.65736,-78.157364
94.5,157.18062,-62.68062
94.5,157.18062,-62.68062
76.5,100.938385,-24.438385
94.5,160.00433,-65.50433
94.5,160.00433,-65.50433
94.5,157.18062,-62.68062
94.5,157.18062,-62.68062
94.5,157.18062,-62.68062
85.5,100.938385,-15.438385
138.5,174.86984,-36.369843
94.5,157.18062,-62.68062
94.5,176.61993,-82.119934
94.5,157.18062,-62.68062
94.5,160.00433,-65.50433
94.5,157.18062,-62.68062
72.5,143.3588,-70.858795
94.5,157.18062,-62.68062
94.5,176.61993,-82.119934
94.5,160.00433,-65.50433
94.5,157.18062,-62.68062
94.5,157.18062,-62.68062
80.75,130.55908,-49.809082
72.5,150.65736,-78.157364
94.5,157.18062,-62.68062
94.5,157.18062,-62.68062
94.5,176.61993,-82.119934
94.5,160.00433,-65.50433
94.5,160.00433,-65.50433
36.25,181.92123,-145.67123
76.5,131.69556,-55.195557
76.5,125.34999,-48.84999
0.0,99.92843,-99.92843
76.5,143.8676,-67.3676
0.0,2.828656,-2.828656
75.0,127.49013,-52.490128
0.0,2.7568057,-2.7568057
75.0,128.68607,-53.686066
12.0,160.52815,-148.52815
12.0,178.8759,-166.8759
85.5,129.61499,-44.11499
0.0,98.662895,-98.662895
12.0,178.8759,-166.8759
62.0,176.16182,-114.16182
62.0,176.16182,-114.16182
62.0,176.16182,-114.16182
62.0,165.56313,-103.563126
62.0,176.16182,-114.16182
62.0,165.56313,-103.563126
62.0,176.16182,-114.16182
62.0,165.56313,-103.563126
62.0,176.16182,-114.16182
62.0,176.16182,-114.16182
62.0,176.16182,-114.16182
62.0,165.56313,-103.563126
62.0,176.16182,-114.16182
62.0,176.16182,-114.16182
62.0,176.16182,-114.16182
62.0,165.56313,-103.563126
62.0,167.8952,-105.8952
62.0,176.16182,-114.16182
62.0,165.56313,-103.563126
62.0,176.16182,-114.16182
62.0,176.16182,-114.16182
62.0,176.16182,-114.16182
60.0,183.27992,-123.27992
84.0,156.23529,-72.23529
62.0,176.16182,-114.16182
62.0,165.56313,-103.563126
62.0,165.56313,-103.563126
62.0,176.16182,-114.16182
0.0,175.1107,-175.1107
62.0,176.16182,-114.16182
76.5,146.66373,-70.16373
76.5,124.8857,-48.385696
76.5,120.523605,-44.023605
84.0,156.23529,-72.23529
0.0,175.82983,-175.82983
80.0,5.46206,74.53794
0.0,10.782198,-10.782198
80.0,2.3698046,77.630196
0.0,145.93613,-145.93613
0.0,145.93613,-145.93613
90.0,173.05167,-83.05167
65.0,129.7453,-64.7453
80.0,197.21089,-117.21089
84.0,162.51826,-78.518265
62.0,174.54306,-112.54306
84.0,164.47656,-80.47656
62.0,162.86642,-100.866425
62.0,174.54306,-112.54306
75.0,176.04837,-101.04837
75.0,184.46419,-109.46419
75.0,170.2715,-95.2715
75.0,158.80682,-83.80682
0.0,87.80472,-87.80472
6.0,169.64265,-163.64265
6.0,169.64265,-163.64265
0.0,2.5907512,-2.5907512
62.0,162.86642,-100.866425
62.0,174.54306,-112.54306
62.0,174.54306,-112.54306
62.0,174.54306,-112.54306
62.0,174.54306,-112.54306
85.5,148.55942,-63.059418
12.0,158.51367,-146.51367
75.0,159.78635,-84.78635
62.0,162.86642,-100.866425
62.0,174.54306,-112.54306
0.0,173.58249,-173.58249
62.0,162.86642,-100.866425
62.0,174.54306,-112.54306
62.0,174.54306,-112.54306
62.0,170.53738,-108.537384
62.0,162.86642,-100.866425
62.0,174.54306,-112.54306
62.0,174.54306,-112.54306
18.0,158.47238,-140.47238
105.0,175.65625,-70.65625
75.0,144.31558,-69.31558
62.0,174.54306,-112.54306
62.0,174.54306,-112.54306
62.0,174.54306,-112.54306
62.0,174.54306,-112.54306
76.5,141.52646,-65.02646
62.0,162.86642,-100.866425
62.0,162.86642,-100.866425
62.0,174.54306,-112.54306
65.0,161.70808,-96.708084
65.0,161.70808,-96.708084
60.0,155.17952,-95.17952
65.0,161.70808,-96.708084
76.5,126.87913,-50.379128
65.0,157.12592,-92.125916
65.0,157.12592,-92.125916
60.0,171.79337,-111.793365
65.0,161.70808,-96.708084
65.0,157.12592,-92.125916
60.0,155.17952,-95.17952
65.0,161.70808,-96.708084
65.0,157.12592,-92.125916
65.0,157.12592,-92.125916
65.0,157.12592,-92.125916
65.0,161.70808,-96.708084
0.0,155.17952,-155.17952
61.0,171.33862,-110.33862
65.0,157.12592,-92.125916
65.0,157.12592,-92.125916
90.0,188.17351,-98.17351
65.0,157.12592,-92.125916
60.0,155.17952,-95.17952
90.0,166.78766,-76.78766
65.0,157.12592,-92.125916
65.0,161.70808,-96.708084
66.0,163.40013,-97.40013
65.0,157.12592,-92.125916
65.0,157.12592,-92.125916
76.5,126.77984,-50.27984
65.0,161.70808,-96.708084
65.0,157.12592,-92.125916
60.0,155.17952,-95.17952
65.0,157.12592,-92.125916
80.0,4.322152,75.67785
60.0,171.79337,-111.793365
65.0,161.70808,-96.708084
0.0,155.17952,-155.17952
67.5,129.97086,-62.470856
67.5,129.97086,-62.470856
90.0,194.86336,-104.86336
75.0,148.61736,-73.617355
76.5,153.20145,-76.70145
85.5,153.20145,-67.70145
84.0,159.0148,-75.0148
62.0,162.86642,-100.866425
62.0,174.54306,-112.54306
0.0,173.58249,-173.58249
70.0,128.84258,-58.842575
67.0,152.11575,-85.11575
70.0,156.46704,-86.46704
81.0,2.5683205,78.43168
81.0,106.94628,-25.946281
80.0,165.44081,-85.44081
81.0,5.2267528,75.77325
90.0,5.9934154,84.006584
81.0,3.5235312,77.47647
0.0,2.7611408,-2.7611408
90.0,172.13393,-82.13393
75.0,175.81534,-100.81534
0.0,4.137148,-4.137148
68.0,126.82734,-58.82734
90.0,182.17694,-92.17694
76.5,126.78359,-50.283592
76.08,113.838295,-37.758293
63.75,130.86061,-67.11061
67.0,164.00223,-97.00223
67.0,164.00223,-97.00223
67.0,140.08205,-73.08205
75.0,113.17517,-38.17517
75.0,176.92079,-101.92079
98.0,166.23401,-68.23401
75.0,177.4101,-102.410095
81.0,4.0474563,76.952545
62.0,161.54796,-99.54796
62.0,161.54796,-99.54796
62.0,173.88449,-111.88449
75.0,147.08102,-72.081024
75.0,126.17023,-51.170227
81.0,3.26729,77.73271
62.0,161.54796,-99.54796
84.0,163.50047,-79.50047
75.0,168.71594,-93.71594
62.0,161.54796,-99.54796
62.0,173.88449,-111.88449
62.0,173.88449,-111.88449
80.0,189.93266,-109.93266
162.0,6.692074,155.30792
62.0,161.54796,-99.54796
153.0,77.26316,75.73684
62.0,161.54796,-99.54796
62.0,161.54796,-99.54796
62.0,173.88449,-111.88449
62.0,173.88449,-111.88449
62.0,173.88449,-111.88449
84.0,163.50047,-79.50047
62.0,161.54796,-99.54796
62.0,173.88449,-111.88449
0.0,170.51736,-170.51736
81.0,7.5381923,73.46181
84.0,163.50047,-79.50047
81.0,4.180247,76.819756
62.0,161.54796,-99.54796
62.0,173.88449,-111.88449
62.0,161.54796,-99.54796
62.0,161.54796,-99.54796
62.0,161.54796,-99.54796
0.0,170.84488,-170.84488
62.0,161.54796,-99.54796
62.0,164.81293,-102.81293
62.0,161.54796,-99.54796
98.0,168.77734,-70.77734
75.0,168.71594,-93.71594
62.0,161.54796,-99.54796
62.0,161.54796,-99.54796
62.0,173.88449,-111.88449
60.0,204.93434,-144.93434
90.0,148.69072,-58.69072
75.0,155.52524,-80.52524
76.5,116.258446,-39.758446
76.5,115.10021,-38.600212
75.0,166.67429,-91.674286
76.5,128.69972,-52.199722
90.0,199.3164,-109.31641
76.5,148.4126,-71.9126
76.5,146.11267,-69.61267
75.0,162.58339,-87.58339
80.0,164.65424,-84.654236
153.0,201.1857,-48.1857
75.0,170.49664,-95.49664
98.0,176.77225,-78.77225
89.0,2.7172127,86.28279
75.0,174.82904,-99.82904
76.5,147.2492,-70.74921
75.0,144.28223,-69.28223
75.0,128.07913,-53.079132
90.0,179.62567,-89.62567
76.5,147.2492,-70.74921
100.0,188.6309,-88.630905
94.5,166.51132,-72.01132
94.5,157.68318,-63.18318
72.5,149.57175,-77.07175
94.5,166.51132,-72.01132
86.0,179.37173,-93.371735
86.0,190.39612,-104.39612
94.5,188.32036,-93.82036
36.25,149.76967,-113.51967
94.5,166.51132,-72.01132
89.0,2.7172127,86.28279
50.8,4.2193203,46.58068
100.0,187.9654,-87.96539
76.5,140.45541,-63.955414
75.0,155.3141,-80.3141
86.0,190.39612,-104.39612
94.5,157.68318,-63.18318
124.7,193.978,-69.278
86.0,190.39612,-104.39612
153.0,2.10512,150.89488
94.5,188.32036,-93.82036
94.5,188.32036,-93.82036
94.5,157.68318,-63.18318
94.5,166.51132,-72.01132
94.5,166.51132,-72.01132
94.5,166.51132,-72.01132
94.5,166.51132,-72.01132
86.0,190.39612,-104.39612
94.5,157.68318,-63.18318
94.5,166.51132,-72.01132
86.0,190.39612,-104.39612
94.5,188.32036,-93.82036
86.0,190.39612,-104.39612
94.5,166.51132,-72.01132
94.5,166.51132,-72.01132
86.0,190.39612,-104.39612
98.0,186.8067,-88.8067
94.5,166.51132,-72.01132
94.5,166.51132,-72.01132
94.5,157.68318,-63.18318
94.5,166.51132,-72.01132
94.5,166.51132,-72.01132
86.0,179.37173,-93.371735
94.5,157.68318,-63.18318
94.5,157.68318,-63.18318
94.5,166.51132,-72.01132
94.5,166.51132,-72.01132
62.0,153.0925,-91.0925
62.0,169.20053,-107.20053
62.0,180.4989,-118.4989
0.0,174.98164,-174.98164
62.0,169.20053,-107.20053
81.0,3.7482188,77.25178
62.0,153.0925,-91.0925
62.0,169.20053,-107.20053
84.0,163.50256,-79.50256
62.0,180.4989,-118.4989
62.0,123.278465,-61.278465
62.0,169.20053,-107.20053
62.0,180.4989,-118.4989
0.0,171.14276,-171.14276
62.0,169.20053,-107.20053
62.0,153.0925,-91.0925
84.0,163.50256,-79.50256
90.0,181.1101,-91.11011
62.0,153.0925,-91.0925
62.0,153.0925,-91.0925
62.0,169.20053,-107.20053
60.0,157.83748,-97.83748
62.0,169.20053,-107.20053
62.0,169.20053,-107.20053
62.0,123.278465,-61.278465
62.0,153.0925,-91.0925
62.0,169.20053,-107.20053
62.0,180.4989,-118.4989
62.0,169.20053,-107.20053
62.0,169.20053,-107.20053
62.0,169.20053,-107.20053
60.0,166.64609,-106.64609
62.0,180.4989,-118.4989
88.0,174.98169,-86.98169
98.0,133.71068,-35.71068
81.0,4.8161116,76.18389
88.0,199.21257,-111.21257
153.0,189.79747,-36.79747
76.5,142.79762,-66.29762
63.75,114.79405,-51.044052
63.75,106.72987,-42.979874
80.0,185.51523,-105.51523
67.5,170.8381,-103.338104
153.0,163.66315,-10.663147
75.0,149.0209,-74.020905
105.0,155.97397,-50.97397
67.5,170.8381,-103.338104
0.0,194.20972,-194.20972
99.0,160.88428,-61.884277
99.0,160.88428,-61.884277
153.0,175.08188,-22.081879
96.0,3.3551724,92.64483
153.0,181.48103,-28.481033
98.0,168.44186,-70.441864
98.0,169.53093,-71.53093
105.0,172.42047,-67.42047
76.5,110.19329,-33.69329
76.5,134.35028,-57.85028
0.0,127.60216,-127.60216
76.5,136.84384,-60.34384
76.5,153.22417,-76.72417
65.0,127.60216,-62.602158
89.0,3.454781,85.54522
115.0,164.24036,-49.240356
115.0,3.0963762,111.903625
115.0,3.009871,111.99013
115.0,3.0239713,111.97603
62.0,149.37094,-87.37094
62.0,146.49936,-84.49936
62.0,175.20665,-113.20665
62.0,175.20665,-113.20665
75.0,125.85923,-50.85923
67.0,164.08713,-97.08713
75.0,171.98245,-96.98245
62.0,144.5201,-82.520096
0.0,167.24968,-167.24968
96.0,163.25177,-67.25177
105.0,177.19728,-72.19728
96.0,7.472691,88.527306
89.0,3.1272924,85.87271
62.0,144.5201,-82.520096
62.0,164.69505,-102.69505
62.0,157.37271,-95.37271
62.0,146.49936,-84.49936
98.0,179.13687,-81.13687
62.0,144.26631,-82.26631
62.0,144.26631,-82.26631
75.0,166.4808,-91.480804
62.0,149.37094,-87.37094
62.0,146.49936,-84.49936
62.0,175.20665,-113.20665
105.0,165.31053,-60.31053
62.0,164.69505,-102.69505
62.0,175.20665,-113.20665
62.0,144.26631,-82.26631
62.0,149.37094,-87.37094
62.0,175.20665,-113.20665
90.0,198.41196,-108.41196
75.0,166.29012,-91.290115
114.0,160.81964,-46.81964
62.0,144.5201,-82.520096
62.0,146.49936,-84.49936
62.0,144.5201,-82.520096
98.0,158.43393,-60.43393
62.0,146.49936,-84.49936
62.0,175.20665,-113.20665
62.0,175.20665,-113.20665
110.0,180.19592,-70.19592
105.0,182.91695,-77.91695
9.0,128.65039,-119.65039
162.0,178.21378,-16.213776
62.0,166.23538,-104.23538
62.0,146.49936,-84.49936
